DATE,BAC_N,BARC_L,BNPP_PA,C_N,CAGR_PA,GS,HSBA_L,JPM_N,MS_N,SAN_MC,SOGN_PA,WFC_N
2002-01-02,31.48,509.406461,48.362064,510.1,15.947297,91.07,706.734596,36.35,46.168062,5.593177,55.256933,21.72
2002-01-03,31.445,514.579242,48.844238,510.5,15.974326,92.45,724.163316,37.32,47.505782,5.676303,56.402611,21.8
2002-01-04,31.935,517.727891,49.229977,520,15.938287,96.75,731.134804,39,49.863513,5.711928,58.209257,21.855
2002-01-07,31.555,511.430593,49.085325,514.3,16.379766,95.75,724.163316,38.9,49.487279,5.462551,56.622934,21.89
2002-01-08,31.035,509.181558,49.18176,495,16.668079,92.5,716.320392,38.6,48.433825,5.545676,57.107643,21.805
2002-01-09,30.975,515.029049,50.242543,497.9,16.668079,93.75,700.198826,38.71,48.818419,5.492238,57.416095,21.695
2002-01-10,31,517.278084,50.001456,498.5,16.397785,93,691.048748,39.14,49.286621,5.314112,57.019514,21.735
2002-01-11,30.45,514.129435,50.435413,490.7,16.415805,91.15,688.43444,37.95,48.124477,5.349737,57.636418,21.65
2002-01-14,30.35,501.759742,49.953239,488.8,16.325707,89.97,674.491464,37.31,47.121187,5.17161,56.799192,21.51
2002-01-15,30.725,503.109163,49.808586,497.2,16.62303,89.9,681.462952,37.87,48.366939,5.397237,57.548289,22.66
2002-01-16,30.4,491.41418,49.229977,488.6,16.577981,88.63,679.284362,36.51,46.71151,5.242861,56.711063,22.675
2002-01-17,30.56,490.739469,51.158674,499,16.956391,89.86,689.741594,36.85,48.191363,5.36755,57.548289,22.805
2002-01-18,30.4,490.289662,50.097891,499.6,16.758176,89.21,674.055746,35.91,47.338567,5.3913,57.856741,22.69
2002-01-22,31.335,494.787733,51.206891,492,16.596,86.98,684.948696,35.76,46.276751,5.462551,58.42958,23.335
2002-01-23,31.43,495.687347,51.689065,495,16.767186,87.25,677.977208,35.75,46.36872,5.4388,59.354935,23.48
2002-01-24,32,507.832137,51.930152,499,17.01045,85.5,692.355902,35.9,45.48248,5.539739,60.059968,23.575
2002-01-25,31.675,506.932523,51.592631,496.2,16.938372,87.3,691.484466,34.99,46.193144,5.539739,60.676871,23.55
2002-01-28,31.82,517.727891,52.653414,493.1,16.893323,87.85,697.1488,34.31,45.975764,5.616927,61.470033,23.575
2002-01-29,29.6,504.008777,51.737283,467.1,16.938372,84.48,692.79162,32.05,43.4759,5.539739,59.927774,22.86
2002-01-30,30.83,491.639084,50.48363,475,16.758176,86,683.205824,33.06,43.977545,5.426925,58.297386,23.055
2002-01-31,31.515,502.209549,52.074805,474,16.758176,86.98,691.048748,34.05,45.984125,5.355675,60.28029,23.195
2002-02-01,30.68,501.534838,52.605196,464.9,16.686098,85.4,688.43444,32.16,44.654766,5.533801,60.588742,23.35
2002-02-04,29.7,500.185417,51.737283,443,16.172541,82.5,687.563004,30.56,42.154902,5.409113,58.165192,22.855
2002-02-05,29.45,488.940241,50.242543,448,16.21759,81.04,674.927182,29.02,41.335548,5.213173,56.050095,22.68
2002-02-06,29.425,481.068618,49.712152,440,16.127492,81.9,670.570002,29.44,40.900789,5.112235,56.226353,22.63
2002-02-07,29.475,482.867846,49.808586,441.4,15.947297,81.11,678.848644,30.07,40.633245,5.248799,56.799192,22.7
2002-02-08,30.3,483.09275,49.760369,454.9,16.316698,83.8,684.07726,31.12,43.275242,5.165673,56.534804,22.89
2002-02-11,30.625,496.586961,50.48363,458.3,16.713127,84.85,694.534492,31.84,43.601311,5.201298,56.755127,23.185
2002-02-12,30.53,488.940241,50.724717,451.5,16.794215,83.5,678.848644,31.49,42.47261,5.201298,56.97545,23.21
2002-02-13,31.06,498.161285,50.6765,453.5,17.280743,84.58,686.25585,30.25,42.932451,5.236923,56.755127,23.34
2002-02-14,31.03,488.040627,51.7855,455.5,17.172626,85.11,698.020236,30.21,43.526065,5.373487,58.121128,23.285
2002-02-15,30.4,479.26939,51.447978,441.3,17.073518,82.76,691.048748,30.05,41.703421,5.254736,57.283902,23.09
2002-02-19,29.775,479.044487,49.471064,422.2,16.668079,78.45,680.155798,29.03,39.328968,5.106297,53.890932,22.75
2002-02-20,30.59,467.799311,49.037108,435.2,16.812235,80.6,671.00572,29.41,39.939303,5.112235,54.640029,22.97
2002-02-21,30.555,469.823443,50.531848,428,16.586991,79.47,676.234336,29.14,39.880778,5.14786,56.138224,22.875
2002-02-22,30.66,464.425758,50.338978,424,16.668079,79,668.391412,28.19,38.986177,5.118172,57.151708,23.03
2002-02-25,31.625,478.819583,51.062239,437.9,16.929362,81.96,677.105772,29,40.758656,5.195361,57.372031,23.3
2002-02-26,31.82,482.193136,51.97837,438,16.839264,81.4,678.848644,28.96,40.758656,5.254736,58.341451,23.315
2002-02-27,31.78,477.919969,52.990936,442.4,16.938372,80.89,694.534492,28.96,40.407505,5.474426,59.354935,23.42
2002-02-28,31.975,466.674793,54.051719,452.5,17.073518,80.94,673.18431,29.25,41.068004,5.474426,60.28029,23.45
2002-03-01,32.4,475.670934,53.135588,458,17.163616,83.47,677.977208,29.6,42.004408,5.545676,60.544678,23.92
2002-03-04,33.2,488.715338,53.617762,476.1,16.848274,89.1,729.391932,32.53,44.939031,5.700053,61.161581,24.57
2002-03-05,32.525,491.189276,54.38924,477,16.920352,89.52,712.39893,32.51,45.950682,5.694115,61.425968,24.31
2002-03-06,33.35,491.863987,55.305371,487,16.848274,90.87,721.984726,34.05,47.121187,5.729741,61.602227,24.55
2002-03-07,33.49,494.787733,54.003501,487.2,16.983421,89.96,726.341906,34.05,46.168062,5.729741,61.690356,24.445
2002-03-08,33.915,498.611092,52.653414,488.7,16.983421,90.29,726.777624,34.74,47.539225,5.664427,61.998807,24.445
2002-03-11,33.875,495.23754,52.894501,489,16.740157,90.7,728.084778,36.3,47.204795,5.593177,61.293775,24.65
2002-03-12,34,493.213408,52.556979,493.3,16.758176,89.8,724.163316,36.25,47.221516,5.569427,60.809065,24.95
2002-03-13,33.825,500.185417,52.17124,483.9,16.884313,88,726.777624,35.37,46.251669,5.676303,60.500613,24.8
2002-03-14,33.5,499.960514,53.08737,488.1,17.190645,88.4,728.520496,35.11,45.716581,5.646615,61.24971,24.7
2002-03-15,34.59,510.306075,52.798066,496.9,17.298763,90,733.749112,36.01,47.213155,5.759428,61.073452,25.25
2002-03-18,34.405,513.904531,54.099936,495.5,17.614105,89.2,736.36342,35.34,47.505782,5.789116,62.351324,25.085
2002-03-19,34.43,512.780014,54.77498,499,17.929447,91.05,734.18483,36.09,48.392021,5.895992,62.086936,25.095
2002-03-20,33.92,510.530979,53.521327,492.5,18.010535,89.85,701.50598,35.19,47.463978,5.872242,62.351324,24.765
2002-03-21,34,503.783873,53.135588,496,18.334886,90.35,697.1488,34.79,47.505782,5.795054,62.263195,24.6
2002-03-22,34.325,493.213408,54.003501,498.4,18.650229,89.73,701.070262,35.2,46.786757,5.777241,62.086936,24.775
2002-03-25,34.075,486.466303,53.617762,486.5,18.884483,88.03,697.1488,34.98,45.858714,5.640677,62.483517,24.52
2002-03-26,34.56,480.393908,53.714197,491.5,18.794385,88.85,692.79162,35.15,46.644624,5.628802,62.042872,24.575
2002-03-27,34.4,480.169004,54.533893,500,19.352991,89.3,698.891672,35.5,47.37201,5.652552,62.351324,24.815
2002-03-28,34.01,488.040627,55.835763,495.2,19.713382,90.25,707.606032,35.65,47.915458,5.700053,63.893583,24.7
2002-04-02,34.375,487.141013,55.257154,494.5,20.362085,87.53,691.920184,35.31,47.480699,5.700053,63.100421,24.51
2002-04-03,34.13,486.691206,55.642893,487.7,19.749421,86.46,692.79162,35.01,46.535935,5.771303,64.686744,24.15
2002-04-04,34.35,481.293522,54.485675,486.5,19.298932,86.55,687.127286,34.44,46.811839,5.664427,63.805454,24.375
2002-04-05,34.46,484.891978,54.341023,486.7,19.641303,86.15,688.43444,34.86,46.744953,5.676303,63.012292,24.485
2002-04-08,34.74,479.719197,52.894501,486,19.289922,86.06,683.205824,34.98,46.552656,5.569427,61.778485,24.57
2002-04-09,34.85,490.064759,53.47311,488.4,19.758431,84.6,689.305876,35.19,46.193144,5.63474,62.395388,24.645
2002-04-10,34.97,500.860128,54.244588,486.3,19.551206,84.49,690.61303,35.04,45.574448,5.711928,64.422357,24.8
2002-04-11,34.375,498.161285,53.232023,467.6,19.37101,81.24,681.462952,33.46,43.174913,5.610989,62.880098,24.55
2002-04-12,35.025,506.032908,52.798066,471,19.722391,83,681.027234,34.28,44.387222,5.688178,63.629195,24.99
2002-04-15,34.6,508.281944,53.424892,459.2,19.965655,81.6,682.334388,34.4,44.02771,5.759428,64.202034,24.795
2002-04-16,35.36,515.029049,55.691111,481.1,20.632378,84.59,690.61303,35.38,45.883796,5.907867,65.568035,25.05
2002-04-17,35.4,511.655496,55.450024,476.2,20.271988,85.05,701.070262,37.27,46.009207,5.961305,65.12739,25.55
2002-04-18,35.31,516.828277,56.221502,470.5,20.632378,84.52,701.070262,37.26,46.142979,5.967243,66.537455,25.67
2002-04-19,35.81,516.828277,57.860894,465.3,21.010789,86.31,703.248852,37.76,45.975764,6.127557,69.313521,25.545
2002-04-22,35.53,509.856268,56.607241,454.5,20.94772,84.1,699.32739,36.6,44.855424,6.091931,67.903456,25.11
2002-04-23,36,517.278084,56.703676,455,21.037818,81.6,701.50598,36.2,44.730013,6.21662,67.991585,24.915
2002-04-24,35.75,549.66419,55.88398,447,20.677427,79.49,712.39893,35.89,42.631464,6.109744,68.079714,25.24
2002-04-25,35.42,548.764576,55.208936,441.5,21.082867,77.21,714.57752,35.03,40.24029,5.94943,65.039261,25.4
2002-04-26,35.89,542.017471,55.450024,430.5,21.145935,79.15,715.884674,34.99,40.173404,5.967243,66.801842,25.5
2002-04-29,35.635,551.463418,55.064284,428.8,20.722476,78.5,707.170314,34.34,39.713563,6.032556,66.052745,25.285
2002-04-30,36.24,540.66805,55.932198,433,21.136926,78.75,705.86316,35.1,39.897499,6.103807,66.9781,25.575
2002-05-02,36.775,551.463418,56.317937,449.5,20.875642,80.71,718.063264,36.25,40.833903,6.127557,68.300037,25.99
2002-05-03,36.84,561.359173,56.028632,442.9,20.271988,78.55,729.391932,35.68,40.1316,6.175057,68.696617,25.865
2002-05-07,36.48,546.965348,55.739328,421.1,20.605349,74.85,732.441958,34.63,37.539768,5.92568,67.727198,25.65
2002-05-08,37,551.013611,57.668024,447.7,21.064847,79.5,744.206344,36.91,40.541277,6.115682,69.269456,25.9
2002-05-09,37.21,545.16612,57.37872,443.3,21.245043,78.64,732.877676,35.77,40.549638,6.026618,69.181327,25.465
2002-05-10,36.925,544.266506,56.944763,433,21.731571,76.75,731.134804,35.08,39.270443,5.890055,69.049134,25.1
2002-05-13,37.5,553.712454,58.101981,442.4,21.35316,78.11,751.61355,36.34,40.298815,5.990993,70.150747,25.59
2002-05-14,37.94,554.612068,59.066329,454,21.308111,79.3,754.663576,37.59,41.343909,6.091931,70.943909,26.09
2002-05-15,37.96,553.262647,59.066329,457.6,21.488307,79.46,752.484986,36.96,41.059643,6.109744,70.150747,26.13
2002-05-16,38.105,550.563804,58.48772,463.5,20.94772,80.05,745.07778,37.83,41.544567,5.94943,67.418746,26.335
2002-05-17,38.45,556.861103,58.632373,467.8,20.785545,80.5,752.484986,38.1,42.213427,5.967243,67.683133,26.39
2002-05-20,37.9,553.712454,58.053764,458.5,21.082867,80.24,744.206344,37.46,41.260301,5.884117,67.286552,26.12
2002-05-21,37.495,551.463418,58.439503,452.6,21.416229,79.2,737.670574,37.52,40.457669,5.824741,66.625584,26.3
2002-05-22,37.715,542.017471,57.860894,450,21.7586,78.2,733.749112,37.56,40.148322,5.759428,66.58152,26.05
2002-05-23,38.325,546.965348,58.825242,453.4,21.7586,79.17,734.620548,38.37,40.532916,5.789116,66.625584,26.605
2002-05-24,38.07,553.262647,58.777025,448.2,21.938795,78.19,730.263368,37.8,40.073075,5.848492,66.625584,26.445
2002-05-28,37.855,533.471137,58.68059,439.8,21.443258,76.9,723.29188,37.2,39.01126,5.830679,66.449326,26.355
2002-05-29,38.135,535.270365,58.48772,435,21.488307,76.15,725.906188,36.97,38.492893,5.836617,66.405261,26.22
2002-05-30,37.96,535.270365,57.523372,433.4,21.533356,75.08,722.856162,36.01,37.322388,5.789116,66.052745,26.18
2002-05-31,37.905,530.772295,58.101981,431.8,22.073942,75.45,740.7206,35.95,38.00797,5.872242,64.113905,26.2
2002-06-05,36.605,524.924804,55.353589,423.4,20.812574,75.75,734.620548,34.7,37.773869,5.551614,61.822549,25.525
2002-06-06,34.875,523.575383,55.932198,420,21.632463,73.95,723.29188,33.69,37.238781,5.527864,62.21913,24.825
2002-06-07,35.485,517.727891,54.919632,410,21.551375,73.95,711.963212,33.69,37.34747,5.403175,60.412484,24.98
2002-06-10,35.565,525.374611,54.58211,417,21.533356,74.74,717.191828,33.88,37.589932,5.379425,60.809065,25.005
2002-06-11,35.355,525.374611,55.305371,407.1,22.254137,72.1,715.448956,32.93,36.11844,5.349737,62.307259,24.75
2002-06-12,35.575,516.37847,54.051719,412,21.35316,72.5,702.377416,33.17,36.578281,5.14786,60.809065,24.995
2002-06-13,34.8,505.583101,53.135588,401.8,20.94772,71.3,688.43444,32.66,35.357612,5.153798,60.456548,24.6
2002-06-14,35.55,491.189276,51.7855,402,20.380105,72.85,667.519976,33,35.407776,4.987546,58.517709,24.915
2002-06-17,36.68,499.285803,54.196371,428.3,20.58733,75.34,688.43444,35.48,37.723704,5.165673,61.205646,25.75
2002-06-18,37,486.691206,54.196371,430.7,20.776535,75.78,681.027234,35.02,37.79059,5.14786,61.161581,25.82
2002-06-19,36.875,476.345645,52.990936,420.6,21.082867,74.45,667.955694,34.61,36.912711,4.957858,58.649902,25.6
2002-06-20,36.05,468.698925,51.881935,404.9,20.344066,72.7,653.577,33.38,35.792371,4.892545,57.592353,25.5
2002-06-21,35.13,486.691206,52.798066,398,20.902672,70.55,660.11277,32.99,35.073346,4.750044,57.283902,25.555
2002-06-24,35.18,475.895837,50.821152,395.9,19.911597,71.45,650.962692,33.18,35.44958,4.447229,55.785707,25.155
2002-06-25,35.015,486.241399,52.460544,391.2,20.94772,71.35,662.29136,32.93,35.039903,4.672856,57.195773,25.15
2002-06-26,33.725,483.992364,50.435413,370,20.001694,70.8,644.86264,31.49,34.488094,4.660981,54.507836,24.845
2002-06-27,34.3,485.791592,51.255109,391.6,19.632294,73,646.605512,32.72,35.633517,4.607543,55.52132,25.08
2002-06-28,35.18,496.586961,54.003501,387.5,20.271988,73.35,657.498462,33.92,36.018111,4.773794,58.782096,25.03
2002-07-01,34.625,501.534838,53.376675,384.9,20.542281,71.14,660.548488,31.36,34.646948,4.803482,59.046483,24.665
2002-07-02,34.745,481.293522,48.217412,374.4,18.785375,70.7,645.298358,31.23,34.630227,4.631293,55.433191,24.825
2002-07-03,34.4,452.505872,48.699586,370.1,18.082613,70.2,636.14828,30.95,34.504815,4.530354,53.450287,24.545
2002-07-05,35.41,463.301241,51.881935,395.5,18.920522,73.95,669.262848,32.59,36.519756,5.118172,56.578869,25.205
2002-07-08,35.97,460.602398,52.749848,384.7,18.920522,73.6,661.855642,32.28,36.369263,5.165673,55.653514,25.435
2002-07-09,35.12,451.606258,51.447978,375.7,18.470033,70.91,656.191308,31.27,34.872688,4.981609,55.168804,25.13
2002-07-10,34.05,433.613977,49.663934,365.5,19.010619,71.55,645.734076,30.15,33.518247,4.785669,53.229964,24.54
2002-07-11,34.575,410.224011,47.233777,369,18.659238,73.25,627.43392,30.57,34.279075,4.666918,50.938608,24.375
2002-07-12,34.305,408.87459,45.806541,363.5,18.920522,73.15,626.562484,30.22,34.613505,4.660981,50.586092,24.05
2002-07-15,33.895,378.737519,42.981001,369.4,18.470033,72.95,603.905148,30.08,34.404486,4.352228,47.104993,23.575
2002-07-16,33.15,389.083081,43.684975,362,18.244789,72.65,607.390892,28.5,33.986449,4.257227,47.237187,23.6
2002-07-17,32.5,427.316678,45.565454,369.3,18.821414,74.48,626.562484,28.14,33.359393,4.530354,49.616672,23.885
2002-07-18,31.305,448.907416,45.092923,369,18.379935,75.6,638.32687,27.2,32.356103,4.666918,49.836994,23.25
2002-07-19,30.76,421.918994,42.122731,360,17.343812,77,618.71956,26.1,32.314299,4.393791,44.945831,22.515
2002-07-22,30.135,405.276134,39.412912,320.4,17.02847,72,600.419404,24.52,30.54182,4.185976,42.381274,22.205
2002-07-23,28.95,389.982695,37.850668,270,16.758176,67.73,605.64802,20.08,29.76427,4.185976,39.948912,21.315
2002-07-24,29.5,375.139063,37.93746,295.9,15.992346,70.85,593.447916,23.3,31.687243,4.114726,39.70215,22.72
2002-07-25,29.975,389.532888,41.17767,296.5,16.758176,69.31,603.033712,22.35,31.386256,4.304727,44.593314,23.22
2002-07-26,30.825,414.272274,41.6502,307.4,16.893323,69.58,616.54097,22.25,31.787572,4.132538,45.210218,23.85
2002-07-29,32.15,438.561854,45.11221,333.1,18.019544,72.7,635.276844,25.1,33.083488,4.476916,48.515058,24.775
2002-07-30,32.14,424.168029,44.167149,339.5,18.19073,73.9,629.61251,24.89,34.253993,3.995974,48.515058,24.85
2002-07-31,33.25,439.911275,45.208645,335.4,18.830424,73.15,640.50546,24.96,33.735626,3.728785,50.233575,25.43
2002-08-01,32.4,402.127485,44.128575,323,18.109642,71.99,615.233816,25.02,33.150374,3.562533,46.003379,24.675
2002-08-02,31.755,381.886168,43.78141,308.8,18.406965,70.49,613.490944,23.85,32.004951,3.681284,49.264155,24.455
2002-08-05,31.03,368.841764,42.431322,286.5,18.920522,68.05,611.748072,22.35,30.725756,3.485345,47.237187,24.045
2002-08-06,31.865,392.23173,44.871123,304,19.37101,69.9,630.483946,23.65,31.821015,3.74066,50.409833,24.495
2002-08-07,32.625,394.930572,45.08328,315.2,18.289838,70.95,625.691048,24.04,32.096919,3.710972,51.114866,24.94
2002-08-08,34.195,403.027099,47.638803,339,19.190815,74.3,649.21982,26.37,34.429569,4.013787,53.141835,25.715
2002-08-09,34.405,419.220152,47.445933,343.1,20.118821,75.45,653.577,26.35,35.725485,3.948474,54.860352,25.9
2002-08-12,34.225,404.37652,46.732315,340.8,20.001694,75.35,645.734076,25.46,35.023182,3.76441,54.111255,25.625
2002-08-13,33.68,403.027099,47.127698,331,20.722476,74.79,654.884154,24.4,34.44629,3.823785,54.640029,25.12
2002-08-14,34.5,395.830186,44.523958,352.4,19.821499,78.5,637.891152,25.14,36.795661,3.610033,51.291124,25.775
2002-08-16,34.355,414.722081,46.298359,349,19.911597,79.53,657.93418,24.86,37.063205,3.853473,52.480867,25.7
2002-08-19,35.05,423.718222,48.699586,363.5,20.722476,81.5,670.134284,27.21,38.777159,4.144413,54.816287,26.325
2002-08-20,34.505,421.01938,47.494151,357.9,20.542281,80.51,671.00572,26.54,38.225349,4.00785,54.111255,25.815
2002-08-21,34.77,426.866871,48.699586,343.5,20.380105,79.88,657.93418,26.88,37.957805,4.049412,55.433191,25.755
2002-08-22,35.175,437.212433,50.387195,351.8,20.632378,79.91,662.29136,26.69,37.798951,4.227539,57.019514,25.965
2002-08-23,34.7,428.216292,48.747803,340,20.58733,78.3,651.39841,25.75,37.088287,4.156288,55.961965,25.82
2002-08-27,35.7,437.212433,50.194326,342,20.452183,79.1,654.012718,26.74,36.845825,4.340353,57.372031,26.35
2002-08-28,35.005,422.818608,47.841316,331.5,19.893577,77.08,644.426922,26.28,35.516466,4.096913,54.463771,26.025
2002-08-29,35.18,412.473046,45.575098,328.2,19.461108,77.38,636.14828,26.6,35.34089,3.960349,52.745254,25.825
2002-08-30,35.04,417.420924,45.864402,327.5,19.731401,77.3,640.941178,26.4,35.717124,4.043475,53.274029,26.095
2002-09-03,33.565,388.633274,42.913496,293.9,18.118652,73.75,611.312354,24.75,33.367753,3.770347,49.352284,25.55
2002-09-04,33.685,389.532888,42.122731,303,17.884398,75.5,609.569482,25.39,34.580062,3.776285,48.118477,25.49
2002-09-05,33.66,386.834046,41.148739,293,17.605095,72.89,601.29084,24.1,32.841026,3.74066,46.972799,25.43
2002-09-06,34.645,392.23173,42.431322,302.8,17.7943,72.34,612.619508,23.91,33.493165,3.859411,48.867575,25.75
2002-09-09,34.625,388.633274,41.900931,310.7,17.659154,74.3,607.390892,23.59,34.253993,3.752535,48.647252,25.835
2002-09-10,34.265,401.227871,43.357097,308.7,18.073603,73.41,628.741074,23.15,33.77743,3.906911,51.202995,25.62
2002-09-11,34.37,398.978835,44.379306,301.4,18.650229,73.69,631.7911,22.98,33.727266,4.168164,53.141835,25.4
2002-09-12,33.665,397.179607,41.814139,291.5,16.803225,72.2,620.89815,22.01,33.242342,3.865348,49.660736,24.62
2002-09-13,34.15,388.183467,40.782287,294,16.271649,73,611.748072,22.04,33.376114,3.752535,47.721897,24.54
2002-09-16,34.49,390.432502,40.599061,298.8,16.668079,72.6,616.976688,21.71,33.509886,3.716909,47.898155,24.51
2002-09-17,34.025,394.930572,40.840148,298.2,16.523922,70.87,623.07674,21.55,32.556761,3.734722,48.426929,24.115
2002-09-18,33.15,362.544466,38.63179,291.1,15.920268,70.41,606.519456,20.44,31.854458,3.562533,45.166153,23.71
2002-09-19,31.68,357.596589,37.358851,276.5,15.496808,67.15,603.46943,19.87,28.342943,3.485345,43.033429,23.01
2002-09-20,31.55,357.146782,36.645233,268.3,15.44275,67.36,605.212302,20.18,28.777702,3.289405,42.390087,23.445
2002-09-23,31.925,329.708553,34.379015,275.7,15.136417,65.67,588.2193,19.25,27.916544,3.152842,39.622834,24.31
2002-09-24,31,319.362991,32.633544,272,15.091368,66.31,579.069222,18.64,27.749329,3.034091,36.705762,24
2002-09-25,31.75,329.933456,33.732901,280.8,14.424645,67.45,579.069222,18.89,29.003442,3.028153,37.983633,24.275
2002-09-26,32.96,349.949869,36.500581,295.1,14.866124,68.04,596.497942,19.27,29.496726,3.265655,42.266706,24.49
2002-09-27,32.04,356.022264,35.58445,290.2,15.289583,66.13,589.526454,18.34,28.3095,3.212217,42.196203,24.225
2002-09-30,31.9,334.206623,31.804205,296.5,14.019206,66.03,561.204784,18.99,28.326221,3.069716,37.595865,24.08
2002-10-01,33.075,357.596589,32.382814,310,14.24445,68.45,567.304836,19.74,29.931485,2.96284,39.023556,24.405
2002-10-02,32.095,374.464352,33.270014,296,15.208496,65.55,576.890632,18.25,28.42655,3.23003,40.698009,23.9
2002-10-03,29.9,366.592729,31.206309,285.1,14.776026,62.9,566.4334,17.62,26.486856,3.123154,38.917801,23.085
2002-10-04,29,349.050255,27.966099,279.8,13.956137,62.05,560.333348,16.54,25.943407,3.028153,36.317994,22.43
2002-10-07,27.8,359.845624,28.438629,267.3,12.983082,59.53,563.383374,16.77,24.881592,2.974715,34.899115,21.765
2002-10-08,28.6,354.447939,29.026882,278.4,13.06417,61.6,566.4334,16.6,25.876521,2.950965,34.573038,22.625
2002-10-09,27.075,350.849483,28.641143,268.9,12.829916,59.28,573.840606,15.45,24.505358,2.897527,33.577179,22.3
2002-10-10,28.33,359.845624,30.753065,285.7,13.478619,61.08,576.019196,15.95,25.876521,3.057841,36.661697,22.6
2002-10-11,29.7,383.9103,32.768553,304.2,14.730978,64.2,605.212302,17.19,27.924905,3.218155,40.33668,23.425
2002-10-14,30.355,380.536747,32.421388,303.1,14.415636,65.3,599.547968,16.88,28.86967,3.146904,40.274989,23.615
2002-10-15,32.875,411.123625,36.818816,341.5,15.974326,70,624.383894,18.65,30.98494,3.443782,44.769572,24.89
2002-10-16,33.425,407.525169,37.320277,338.5,15.992346,68,617.848124,18.29,30.483295,3.378469,44.637379,24.86
2002-10-17,34.29,427.991389,38.805373,357.5,16.650059,72.48,633.533972,18.79,31.787572,3.568471,46.311831,24.815
2002-10-18,34.66,411.123625,38.573929,349.8,16.433825,70.55,624.819612,18.97,31.10199,3.526908,46.928735,25.18
2002-10-21,35.175,413.597564,38.622147,355.2,15.677004,74.7,627.43392,20.27,32.088559,3.621909,47.501574,25.36
2002-10-22,34.825,420.119766,37.657799,355.3,15.604926,72.5,627.869638,19.91,31.386256,3.651596,46.708412,25.24
2002-10-23,35.05,391.332116,35.044415,354.9,15.01929,74.27,623.07674,19.77,31.787572,3.461595,43.526952,25.35
2002-10-24,34.24,398.529028,36.172702,346.7,15.181466,72.5,628.305356,19.7,30.909693,3.604096,44.901766,25.1
2002-10-25,34.91,393.581151,36.47165,357,14.667909,73.99,618.283842,20.37,32.113641,3.710972,43.976411,25.51
2002-10-28,34.75,399.878449,37.956747,363,15.118398,73.58,623.512458,21.25,31.637078,3.805973,44.945831,25.215
2002-10-29,34.72,387.058949,35.536232,365,14.442665,72.37,606.955174,20.46,31.938065,3.657534,42.108074,25.075
2002-10-30,35.225,394.930572,37.10812,370.8,14.703948,72.36,616.105252,21.05,31.846097,3.610033,43.782527,25.315
2002-10-31,34.9,397.629414,38.82466,369.5,14.884144,71.6,620.462432,20.75,32.540039,3.675347,45.078024,25.235
2002-11-04,35.13,417.870731,40.116887,376,15.451759,75.96,637.019716,22.01,34.730556,3.859411,46.311831,25.045
2002-11-05,35.51,430.01552,40.435122,380.1,16.028385,76.74,643.991204,22.47,35.048264,3.960349,48.030348,24.99
2002-11-06,35.115,419.220152,41.081235,378.9,16.352737,76.55,636.583998,22.06,35.391055,3.883161,47.457509,24.325
2002-11-07,33.72,409.324397,39.8758,364.5,15.532847,74.05,631.355382,20.6,33.309228,3.663471,45.91525,23.605
2002-11-08,33.555,402.352388,38.091755,368.7,15.082359,73.08,616.54097,20.24,32.832665,3.610033,44.240798,22.73
2002-11-11,33.375,403.027099,37.754233,357,15.109388,71.78,610.440918,20.42,31.98823,3.615971,43.535765,22.99
2002-11-12,33.675,398.978835,38.091755,363.9,15.559877,72.07,616.976688,20.54,32.723976,3.621909,43.271378,23.2
2002-11-13,33.655,385.034817,38.091755,350,15.577896,72.49,616.105252,20.95,33.100209,3.550658,42.654474,23.24
2002-11-14,34.375,393.131344,40.213321,361.4,16.2266,74.99,592.140762,21.93,34.513176,3.675347,45.474605,23.75
2002-11-15,34.395,388.183467,41.158383,369,16.118483,75.25,634.405408,22.09,35.491384,3.681284,45.827121,24.01
2002-11-18,33.705,395.830186,42.045583,358.2,16.2266,75.42,644.86264,21.89,35.11515,3.76441,46.664348,23.675
2002-11-19,34.11,390.432502,41.17767,364.4,15.658984,75.08,632.662536,21.95,35.11515,3.734722,45.51867,23.165
2002-11-20,34.75,400.328256,41.274104,377.9,15.316613,77.41,638.762588,23.72,36.377623,3.728785,45.298347,23.5
2002-11-21,35.71,418.320538,43.17387,389,16.055414,79.95,646.605512,24.89,38.79388,3.918786,47.721897,23.8
2002-11-22,35.635,420.794476,43.964636,385.4,16.262639,79.11,645.298358,24.99,38.626665,4.00785,48.779445,23.75
2002-11-25,35.6,409.324397,40.637635,386.5,15.677004,79,638.762588,24.95,38.743716,4.096913,50.806414,23.555
2002-11-26,34.78,403.701809,39.200756,371,15.145427,76.83,638.32687,24.19,37.054844,3.995974,48.867575,22.8
2002-11-27,35.495,409.324397,39.731147,389.1,15.091368,79.64,650.091256,25.19,38.442729,4.215664,49.264155,23.46
2002-11-29,35.04,418.320538,39.538278,388.8,14.758007,78.87,664.46995,25.17,37.824033,4.27504,49.881059,23.105
2002-12-02,34.555,406.625555,38.236408,385.2,14.703948,78.78,663.162796,25.22,37.890919,4.34629,50.233575,23.125
2002-12-03,34.65,389.532888,38.091755,377,13.965147,78.5,650.526974,24.61,37.698622,4.215664,48.559123,22.945
2002-12-04,34.425,374.014545,36.973111,378.5,14.433655,76.35,640.50546,24.7,36.804022,4.049412,47.589703,23.225
2002-12-05,33.79,374.239449,36.056981,371.4,14.586821,74.45,637.019716,23.61,35.44958,4.0316,46.664348,22.865
