date,BARC_L,BNPP_PA,CAGR_PA,HSBA_L,SAN_MC,SOGN_PA,BAC_N,C_N,GS,JPM_N,MS_N,WFC_N
2002-01-04,0.011369461356985466,0.002856444263049429,-0.007246160998482298,0.01489584352631712,0.0012433160742291172,0.026869660183869826,0.015582763555414214,0.0186092066601371,0.046511627906976605,0.045016077170418,0.04963040077942504,0.0025229357798164376
2002-01-07,-0.016471382716980454,-0.004496979297923365,0.02609269192675967,-0.013854669905032257,-0.04515401904406813,-0.02877275332979523,-0.011899170189447306,-0.010961538461538578,-0.01033591731266148,-0.002564102564102555,-0.007545276643464716,0.0016014641958361775
2002-01-08,-0.004612436960716226,0.0015083680194121207,0.01713838478024754,-0.01104383627241412,0.014754942165561724,0.008101019030325896,-0.01647916336555222,-0.03752673536846185,-0.03394255874673624,-0.007712082262210762,-0.02128736962886968,-0.0038830516217451816
2002-01-09,0.010146790750055867,0.01962942301281334,-0.0018982603735970827,-0.023798450913458447,-0.01151594463104788,0.0034927251691183603,-0.0019333011116481336,0.005858585858585785,0.013513513513513598,0.0028497409326424528,0.007940607622875184,-0.005044714515019422
2002-01-10,0.006261188826578223,-0.004798463326190605,-0.016216265833629784,-0.011206335544008739,-0.0324323162980199,-0.006907139888214675,0.0008071025020177647,0.001205061257280704,-0.008000000000000007,0.011108240764660327,0.009590683385301668,0.0018437427978796883
2002-01-11,0.00011933050616197427,0.010038110808624934,0.0024479382381967785,0.0024375704288053246,0.008060410285165354,0.01218128087367698,-0.01774193548387104,-0.015646940822467426,-0.019892473118279463,-0.030403679100664216,-0.023579299542567544,-0.003910743041177889
2002-01-14,-0.023451120796033398,-0.007567515231243993,-0.0034875871811089754,-0.019642420661281634,-0.03135144725933714,-0.01254326847575038,-0.003284072249589376,-0.0038720195638882737,-0.012945693911135536,-0.01686429512516474,-0.020847810979847115,-0.006466512702078431
2002-01-15,-0.004368665010518691,-0.015163078358499615,0.005684955346885845,0.0032240506733562935,0.030788310643812933,0.0007233209802250951,0.012355848434925765,0.017184942716857554,-0.0007780371234855643,0.015009380863039379,0.02643719480156559,0.05346350534635036
2002-01-16,-0.024663446479033402,-0.012175016105468894,-0.0032734313113519375,-0.004644064911713541,-0.029151551626591332,-0.015104942620051354,-0.01057770545158676,-0.01729686242960571,-0.01412680756396012,-0.03591233166094532,-0.03422645787032341,0.0006619593998236084
2002-01-17,-0.0030353229525186265,0.03646921521128954,0.020160598552749764,0.0137042480134979,0.021114670656356305,0.012118560192873495,0.0052631578947368585,0.021285304952926687,0.013877919440370201,0.009312517118597707,0.03168069283138153,0.005733186328555684
2002-01-18,0.0005335416199505616,-0.01661408467054526,-0.007530556761351392,-0.021323176193342896,0.008651688316970274,0.009590767501200803,-0.005235602094240788,0.0012024048096193063,-0.00723347429334531,-0.025508819538670457,-0.01769603403829867,-0.005042753782065312
2002-01-22,0.0035641037481455307,0.0242102721614339,-0.00766835508971675,0.010511264050814484,0.015271436176940378,0.01194977897232774,0.030756578947368496,-0.01521216973578865,-0.024997197623584655,-0.004177109440267279,-0.02243025227189488,0.028426619656236163
2002-01-23,-0.0016914633144384794,7.811483041897382e-05,0.0009685025115271362,-0.013645735721176333,-0.013558715492663853,0.006439619885817205,0.0030317536301260883,0.0060975609756097615,0.0031041618762932544,-0.0002796420581654413,0.0019873694244438855,0.006213841868437875
2002-01-24,0.023640827951908472,0.004091338140359557,0.013929885082169191,0.020350910588429416,0.017978294693405728,0.011301300911349621,0.0181355392936684,0.008080808080808133,-0.02005730659025784,0.00419580419580412,-0.019112884720561607,0.0040459965928449915
2002-01-25,-0.011309635093307735,-0.019300342423074657,-0.017067249279081542,-0.01080170936097169,-0.012884567094131771,-0.002745459595673405,-0.010156249999999978,-0.005611222444889763,0.021052631578947434,-0.02534818941504169,0.015625005496621824,-0.0010604453870625141
2002-01-28,0.021799482498598977,0.016441713723398976,-0.00668489689552032,0.008689098829287811,0.00984122363742479,0.008983092874698562,0.0045777426992896775,-0.006247480854494114,0.006300114547537206,-0.01943412403543865,-0.004705893151589757,0.0010615711252652815
2002-01-29,-0.024076845595350616,-0.01433060908340722,0.005798002362882082,-0.003777775421932472,-0.010661950578010781,-0.022044962851098804,-0.06976744186046513,-0.05272764145203812,-0.038360842344906,-0.06587000874380666,-0.0543735173166453,-0.03032873806998937
2002-01-30,-0.024059789690143107,-0.028400151783542382,-0.01486542492417875,-0.013348354169762433,-0.02455003620304652,-0.031362191612323564,0.04155405405405399,0.016912866623849165,0.017992424242424088,0.03151326053042136,0.011538461538461497,0.00853018372703418
2002-01-31,0.018748678698422117,0.027685504922410065,-0.0037160045656248197,0.008754808303959027,-0.016796199091011932,0.030171201280672078,0.022218618228997844,-0.002105263157894721,0.011395348837209385,0.029945553539019842,0.04562737642585546,0.006072435480372951
2002-02-01,0.0036107300424734756,0.014538558234266308,-1.0109783335487954e-05,0.0011590102591467755,0.037712120705949204,0.00944850463648339,-0.026495319689036956,-0.019198312236286985,-0.01816509542423539,-0.05550660792951545,-0.028909085472431983,0.0066824746712654814
2002-02-04,0.0012547172997348088,-0.00679971348303432,-0.021219446298372358,0.0026851135681194016,-0.012892667210927189,-0.030532862849479092,-0.0319426336375489,-0.047106904710690456,-0.03395784543325531,-0.04975124378109441,-0.05598201992593588,-0.0211991434689508
2002-02-05,-0.027973300440035875,-0.03212591648608021,-0.0005549486912046486,-0.023892035173465165,-0.03943457791207705,-0.039573680292713465,-0.008417508417508435,0.011286681715575675,-0.017696969696969655,-0.050392670157068054,-0.019436743086248875,-0.007656967840735107
